gene	expression
IKZF4	0.73
IL1R1	0.73
KCNG2	0.73
KLHL25	0.73
KLK2	0.73
LENG9	0.73
LOC100130581	0.73
LOC100131193	0.73
LOC100505687	0.73
LOC144481	0.73
LOC646329	0.73
NRGN	0.73
OTP	0.73
PIGZ	0.73
PRKCDBP	0.73
STAT4	0.73
VCAN	0.73
ZDHHC23	0.73
ZNF497	0.73
ZNF619	0.73
ACER3	0.72
BMS1P5	0.72
C19orf71	0.72
C1R	0.72
CN5H6.4	0.72
CRTC1	0.72
FADS3	0.72
FBXL20	0.72
FLJ10038	0.72
HEATR5A	0.72
IMPACT	0.72
KCNAB3	0.72
KCP	0.72
LOC256880	0.72
LOC284023	0.72
LOC284408	0.72
MTHFD2L	0.72
PGM5P2	0.72
PLD1	0.72
SLC29A4	0.72
ZNF461	0.72
AMY2A	0.71
ARHGEF19	0.71
ARRB1	0.71
BTNL9	0.71
C17orf57	0.71
C1QTNF6	0.71
CATSPER2	0.71
CCDC113	0.71
FBXO32	0.71
GAB1	0.71
GSTA4	0.71
LOC100133315	0.71
MGC39372	0.71
PON2	0.71
SGK196	0.71
TBC1D2	0.71
TNFSF12-TNFSF13	0.71
UBASH3A	0.71
ZBTB46	0.71
ZFP3	0.71
AFAP1-AS1	0.7
CARD14	0.7
CCL19	0.7
CEND1	0.7
DGCR11	0.7
DNAJC12	0.7
DPF1	0.7
DPH3P1	0.7
ELMO3	0.7
HCG22	0.7
KCNC3	0.7
KDM4D	0.7
LOC100128361	0.7
LOC100507250	0.7
NBEAL1	0.7
NPFF	0.7
PARP11	0.7
RNFT1	0.7
SLC26A1	0.7
ZNF10	0.7
ZNF286B	0.7
ATP2B4	0.69
BAGE5	0.69
BBS10	0.69
C12orf26	0.69
C1orf213	0.69
CDHR1	0.69
CROCCP3	0.69
CTAGE4	0.69
DLEU2L	0.69
FLJ27354	0.69
KIAA1328	0.69
LOC286367	0.69
LOC650623	0.69
LOC728989	0.69
LPIN3	0.69
LYG1	0.69
MPZL3	0.69
PRH1-PRR4	0.69
SNX16	0.69
SPRY1	0.69
ZNF815	0.69
ABCA6	0.68
C6orf170	0.68
EMX1	0.68
FAM169A	0.68
FAM46A	0.68
KIF7	0.68
LOC100128071	0.68
LOC100131094	0.68
PCNXL2	0.68
PFKFB2	0.68
POU5F1B	0.68
PRKACG	0.68
REXO1L2P	0.68
STRA6	0.68
TCTN1	0.68
TRIM6	0.68
ZBTB3	0.68
ZNF571	0.68
AXIN2	0.67
C1orf201	0.67
CRB3	0.67
CYP1A1	0.67
FAM200B	0.67
GAS8	0.67
HSD17B6	0.67
HYAL3	0.67
LOC100240735	0.67
LOC388692	0.67
LOC400604	0.67
LRRC29	0.67
MYBL1	0.67
PDLIM4	0.67
PIP5KL1	0.67
PPM1N	0.67
RNLS	0.67
RPS15AP10	0.67
TMEM117	0.67
TRIM78P	0.67
ADARB1	0.66
BBS12	0.66
CTAGE15P	0.66
EPS8	0.66
FLJ13197	0.66
GHRLOS2	0.66
JHDM1D	0.66
LOC284385	0.66
MST1P2	0.66
NTNG1	0.66
PANX2	0.66
PAQR6	0.66
PCDHGB3	0.66
PPP1R3G	0.66
PRX	0.66
RASSF6	0.66
RBM44	0.66
SSTR2	0.66
ST7-AS1	0.66
USP31	0.66
ZNF573	0.66
ZNF626	0.66
ZNF737	0.66
ZSWIM6	0.66
ACVR2B	0.65
CEL	0.65
DENND1B	0.65
DMC1	0.65
FAM55C	0.65
GNB4	0.65
ICA1	0.65
KCNA1	0.65
LOC100125556	0.65
LOC100128398	0.65
LOC283693	0.65
LOH12CR2	0.65
PTS	0.65
RPL23AP32	0.65
STXBP6	0.65
ZNF264	0.65
ZNF341	0.65
ZNF443	0.65
ZNF532	0.65
BIVM-ERCC5	0.64
CCND1	0.64
COL24A1	0.64
CYS1	0.64
EPB41L4A	0.64
FAAH	0.64
FGD6	0.64
GIN1	0.64
IFT88	0.64
LOC151171	0.64
LOC338817	0.64
LOC653160	0.64
LRRC8B	0.64
NUDT16P1	0.64
PACSIN3	0.64
RAB17	0.64
RPS6KA5	0.64
SLC16A9	0.64
SNX33	0.64
SORT1	0.64
SPDYE3	0.64
WDR31	0.64
ZNF300P1	0.64
ZNF442	0.64
ABCB9	0.63
CLIP3	0.63
CYP2U1	0.63
CYP4V2	0.63
EXD3	0.63
FAM134B	0.63
FAM135A	0.63
GCLM	0.63
MILR1	0.63
NOTCH2NL	0.63
OR2T3	0.63
RHPN1	0.63
SLC35E4	0.63
TBX6	0.63
TFPI2	0.63
TSPAN15	0.63
ZNF20	0.63
ZNF273	0.63
ZNF418	0.63
ZYG11A	0.63
C16orf7	0.62
CETP	0.62
DET1	0.62
FRS3	0.62
GNMT	0.62
GTF2H5	0.62
LOC100129961	0.62
LOC100506804	0.62
NHLRC4	0.62
TTC26	0.62
ZMYND12	0.62
ZNF543	0.62
ANKRD6	0.61
ANKRD9	0.61
APOM	0.61
ATP2A1	0.61
BAIAP2	0.61
C17orf107	0.61
C3orf24	0.61
CCDC112	0.61
DDR2	0.61
FYB	0.61
GPR133	0.61
HCAR2	0.61
KCNMB1	0.61
LOC653513	0.61
MST1P9	0.61
PLA2G4C	0.61
RAB32	0.61
RAPGEFL1	0.61
SAMD4A	0.61
SGCB	0.61
SOX10	0.61
THY1	0.61
TICAM2	0.61
ZNF713	0.61
ZNF732	0.61
ACTBL2	0.6
AKAP3	0.6
BHLHE41	0.6
C1orf198	0.6
C22orf23	0.6
C3orf64	0.6
COLQ	0.6
DCBLD2	0.6
DTWD2	0.6
GPR155	0.6
ID1	0.6
KLF5	0.6
KRT86	0.6
LAT	0.6
NBPF24	0.6
PACSIN1	0.6
PADI2	0.6
SCGB1C1	0.6
SLC25A41	0.6
TEAD4	0.6
TRIM39-RPP21	0.6
TULP2	0.6
WASF1	0.6
ZGLP1	0.6
ZNF347	0.6
CYP27B1	0.59
DLK2	0.59
DNAJC27	0.59
EGOT	0.59
FAM59B	0.59
FLJ34208	0.59
GOLGA6L5	0.59
KCNC4	0.59
LOC100287216	0.59
LOC255512	0.59
PAR5	0.59
PGAP1	0.59
RAB23	0.59
RAB42	0.59
SCAI	0.59
SLC41A1	0.59
ZNF697	0.59
ZNF772	0.59
ACER2	0.58
ANO8	0.58
ARHGEF10	0.58
B4GALNT3	0.58
C11orf9	0.58
CCDC11	0.58
CDC14A	0.58
FGL2	0.58
GPR125	0.58
GPR75	0.58
HIST1H2AH	0.58
KLLN	0.58
LOC100507424	0.58
PDE4D	0.58
PNPLA7	0.58
RUSC1-AS1	0.58
SLC29A3	0.58
TBKBP1	0.58
ZNF790	0.58
BTBD3	0.57
C11orf63	0.57
C12orf70	0.57
C15orf41	0.57
C9orf116	0.57
CASQ1	0.57
CHST6	0.57
CXCL9	0.57
DUSP15	0.57
GAD1	0.57
ITGB3	0.57
LOC100128164	0.57
LOC100507501	0.57
LOC143666	0.57
LOC148709	0.57
MDS2	0.57
NPPA-AS1	0.57
PAX8	0.57
RAB26	0.57
SLC19A2	0.57
SLC36A1	0.57
SNX18	0.57
TIAM1	0.57
TNIP3	0.57
TTLL11	0.57
ZEB2	0.57
ZNF114	0.57
ZNF177	0.57
ZNF890P	0.57
AFF3	0.56
ANXA1	0.56
C3orf18	0.56
CISH	0.56
FAM106CP	0.56
FZD2	0.56
HDAC4	0.56
HERC2P7	0.56
ITIH4	0.56
LOC100009676	0.56
LOC100129534	0.56
LOC100505576	0.56
LOC644649	0.56
LOC730091	0.56
MEST	0.56
PTPN13	0.56
RAB6C	0.56
RAP1GAP	0.56
SH3GL1P2	0.56
SNED1	0.56
TEX21P	0.56
THAP9	0.56
VWCE	0.56
WBSCR27	0.56
ZBTB20	0.56
ZNF853	0.56
ANKRD34A	0.55
ANO5	0.55
BDNF-AS1	0.55
CDKL3	0.55
CYP2C8	0.55
DKK4	0.55
GHR	0.55
GJC1	0.55
GTF2IRD1	0.55
KLF15	0.55
LOC100506207	0.55
LOC100506930	0.55
LOC284009	0.55
MARVELD1	0.55
MARVELD2	0.55
MFSD4	0.55
MGC23270	0.55
RALGPS1	0.55
S100A9	0.55
TMOD2	0.55
ZNF30	0.55
ZNF396	0.55
ZNF493	0.55
ZNF624	0.55
1/2-SBSRNA4	0.54
C16orf52	0.54
C1orf135	0.54
C3orf33	0.54
ENPP5	0.54
FAM167B	0.54
FAM189A1	0.54
FAM27A	0.54
FAM27C	0.54
FAM92A3	0.54
FLJ39534	0.54
FLJ42627	0.54
GH1	0.54
LEAP2	0.54
LOC100133286	0.54
LRRC48	0.54
NDRG4	0.54
RNF43	0.54
SPTBN4	0.54
SRGAP3	0.54
ZNF501	0.54
ZNF771	0.54
ASB13	0.53
C16orf45	0.53
C7orf53	0.53
CARD6	0.53
CMTM7	0.53
DGKG	0.53
GLB1L	0.53
LOC100506071	0.53
MAP4K3	0.53
NCEH1	0.53
PTGS1	0.53
SIGLEC5	0.53
SIRT4	0.53
STXBP1	0.53
TEKT5	0.53
TIGD3	0.53
TNNT1	0.53
UBE2D4	0.53
ZFPM1	0.53
ZNF460	0.53
ZNF568	0.53
ABCA2	0.52
AGPHD1	0.52
AQP11	0.52
ARHGAP23	0.52
CCR8	0.52
CRYM	0.52
ENTPD7	0.52
FAM171B	0.52
FAM89A	0.52
FUT4	0.52
HIST1H3F	0.52
LCE1F	0.52
LOC100286793	0.52
MCTP2	0.52
MXRA8	0.52
MYL4	0.52
NCKAP1	0.52
NEURL2	0.52
PLAU	0.52
PMEL	0.52
POLE2	0.52
RGS12	0.52
SERPINE1	0.52
SLC8A3	0.52
SPATA5	0.52
TANC1	0.52
TNFRSF10A	0.52
TNFRSF4	0.52
TTC24	0.52
UCP3	0.52
ZNF542	0.52
ZNF678	0.52
ABHD11-AS1	0.51
BMP8B	0.51
C16orf93	0.51
CA2	0.51
CROCC	0.51
CYP2D6	0.51
FA2H	0.51
FBXO27	0.51
HBA2	0.51
LOC100129726	0.51
LOC400043	0.51
MUSTN1	0.51
NAIP	0.51
NHLH1	0.51
NLGN2	0.51
PPT2	0.51
RGNEF	0.51
SPATA18	0.51
SYT12	0.51
ZFP91-CNTF	0.51
ZNF250	0.51
ZNF470	0.51
BMP1	0.5
C16orf79	0.5
C19orf46	0.5
C1orf61	0.5
C9orf169	0.5
FAM40B	0.5
FBXL16	0.5
FN1	0.5
GNRH1	0.5
HSD11B1L	0.5
IL4	0.5
LOC284440	0.5
NTN1	0.5
PODXL	0.5
PYROXD2	0.5
RBM26-AS1	0.5
RILPL1	0.5
TCTE3	0.5
TIMD4	0.5
TMEM88	0.5
TNRC6C	0.5
TRAT1	0.5
TUBA3D	0.5
C3orf67	0.49
C4A	0.49
CCDC30	0.49
FSD1	0.49
KCNN1	0.49
KLF11	0.49
LIN7B	0.49
LRRK2	0.49
MAP9	0.49
MORN3	0.49
PCDHGB4	0.49
REM2	0.49
RIMKLB	0.49
SEC14L2	0.49
SPIRE1	0.49
STX1A	0.49
TAS2R31	0.49
TC2N	0.49
ACRBP	0.48
AGRP	0.48
AKD1	0.48
ANO10	0.48
BCAN	0.48
BCL2L14	0.48
C2orf16	0.48
CXCL12	0.48
FER1L4	0.48
GABARAPL3	0.48
GPR56	0.48
HSF2BP	0.48
LOC145783	0.48
LOC254100	0.48
MUC1	0.48
PWWP2B	0.48
RDH10	0.48
SAMD15	0.48
SRD5A3	0.48
SYDE2	0.48
TAS2R19	0.48
TEX14	0.48
TMEM136	0.48
TMEM182	0.48
TMEM191B	0.48
TNNT3	0.48
TRIM45	0.48
TTN	0.48
USP17	0.48
ZBTB8A	0.48
ZNF554	0.48
ZNF599	0.48
ZNF695	0.48
ACOT4	0.47
ARTN	0.47
ATP6V1G2	0.47
C16orf46	0.47
C6orf99	0.47
FAM171A1	0.47
FAM78B	0.47
FCRLB	0.47
GARNL3	0.47
HEBP1	0.47
HOTAIRM1	0.47
KCNJ14	0.47
KLRAP1	0.47
LDOC1L	0.47
LIF	0.47
LOC100130705	0.47
LOC100132832	0.47
LOC284648	0.47
LOC619207	0.47
LRRC56	0.47
MDH1B	0.47
OSCP1	0.47
RILP	0.47
SEMA3B	0.47
SH3GL1P1	0.47
TCP11L2	0.47
TGFB3	0.47
TNXB	0.47
UCKL1-AS1	0.47
WNT11	0.47
ZNF577	0.47
AQP3	0.46
ARL4A	0.46
ASB16	0.46
CBX2	0.46
CCDC157	0.46
CDK18	0.46
CEP70	0.46
CTAGE6P	0.46
DCHS1	0.46
DHRS2	0.46
EFNB2	0.46
FAM109A	0.46
GLCE	0.46
GPR84	0.46
HIST1H1E	0.46
LOC100127888	0.46
LOC100505738	0.46
MAGI3	0.46
MEX3A	0.46
P2RX7	0.46
POMT2	0.46
PPAP2A	0.46
RHBDF1	0.46
STAR	0.46
UPK1A	0.46
UPK2	0.46
VAV3	0.46
ZFP14	0.46
C1orf220	0.45
CD109	0.45
CHMP4C	0.45
CLGN	0.45
HIST2H3A	0.45
HTR6	0.45
KREMEN2	0.45
LOC100216546	0.45
LOC100507433	0.45
MT1E	0.45
OR2T29	0.45
OR2T34	0.45
PLAT	0.45
PTPRVP	0.45
RBPMS2	0.45
RCN3	0.45
RTEL1-TNFRSF6B	0.45
SHROOM3	0.45
SLC16A14	0.45
TCL6	0.45
THEG	0.45
TP53I11	0.45
VWA5A	0.45
ZNF569	0.45
AMY1C	0.44
C17orf67	0.44
C22orf45	0.44
COL7A1	0.44
FAM186B	0.44
FAM90A1	0.44
FBXO17	0.44
GSTM5	0.44
HBEGF	0.44
HES4	0.44
HSD3B7	0.44
KLRK1	0.44
LOC100289673	0.44
LOC100506730	0.44
MAMSTR	0.44
NIPAL4	0.44
OMG	0.44
PLCD4	0.44
SLC4A8	0.44
SMPD3	0.44
SPNS3	0.44
TFCP2L1	0.44
TNFRSF11A	0.44
ZNF517	0.44
ARHGEF38	0.43
CACNB2	0.43
DISP1	0.43
GATSL2	0.43
HECTD2	0.43
HIST1H4L	0.43
HOMER3	0.43
LHB	0.43
LOC100287042	0.43
MATN1	0.43
MBOAT2	0.43
MUC13	0.43
MYL2	0.43
PPIEL	0.43
PROCR	0.43
RIC3	0.43
SLC9B1	0.43
TMEM17	0.43
TTC39B	0.43
UFSP1	0.43
UNC13C	0.43
WNT5A	0.43
ZNF223	0.43
AGBL3	0.42
ANKRD50	0.42
C11orf94	0.42
C19orf76	0.42
C8orf85	0.42
CCDC39	0.42
CCDC7	0.42
CCR2	0.42
CELF6	0.42
CRYAB	0.42
CUZD1	0.42
CYP20A1	0.42
DNM1P35	0.42
EXPH5	0.42
FAM106A	0.42
FAM49A	0.42
FILIP1	0.42
FOXP1	0.42
FRMPD2	0.42
GGTLC2	0.42
IGF1R	0.42
IGSF21	0.42
IL7R	0.42
KMO	0.42
LGALS2	0.42
LOC100128573	0.42
LOC100130987	0.42
LOC149086	0.42
LRRC39	0.42
MESP1	0.42
MYOT	0.42
OPLAH	0.42
PCDHGB6	0.42
PHACTR2	0.42
PTGER4	0.42
RNF125	0.42
SBF2	0.42
SDC4	0.42
SPHK1	0.42
SYNJ2	0.42
TMEM150A	0.42
ZNF219	0.42
AKR7L	0.41
ARL15	0.41
C1QTNF3	0.41
CCDC147	0.41
CR1L	0.41
FAM83H	0.41
FSCN2	0.41
HIST1H4I	0.41
LCTL	0.41
LEKR1	0.41
LETM2	0.41
LOC100506046	0.41
LOC283174	0.41
LOC644714	0.41
LRRC26	0.41
MAP3K6	0.41
MGC16275	0.41
MIXL1	0.41
NEDD4L	0.41
PIP5K1P1	0.41
PLEKHB1	0.41
TSPAN11	0.41
VSIG10L	0.41
ZNF137P	0.41
ZNF280B	0.41
ZNF714	0.41
ACOXL	0.4
C14orf132	0.4
C19orf26	0.4
C9orf43	0.4
CG030	0.4
COL11A2	0.4
CYP7B1	0.4
F12	0.4
KIAA1841	0.4
LAMB2P1	0.4
LOC100134713	0.4
LOC728537	0.4
NLRC4	0.4
NTRK2	0.4
OCLM	0.4
OPRL1	0.4
OR52N4	0.4
OTOF	0.4
PRR22	0.4
RCAN3	0.4
SOX15	0.4
TFAMP1	0.4
THAP10	0.4
TMPRSS6	0.4
XYLB	0.4
ZNF425	0.4
ADARB2	0.39
APLP1	0.39
C5	0.39
C9orf173	0.39
DBNDD1	0.39
FKBP9L	0.39
GPR68	0.39
LDLRAD3	0.39
NRCAM	0.39
PECAM1	0.39
PERP	0.39
PLK2	0.39
PPFIA3	0.39
SDSL	0.39
SPTBN2	0.39
TCF15	0.39
UNC13B	0.39
ZNF878	0.39
AMIGO1	0.38
ASS1	0.38
AZGP1	0.38
BMP8A	0.38
C19orf73	0.38
CES3	0.38
CXCR2P1	0.38
DNMT3B	0.38
ETV3L	0.38
FAM157A	0.38
FAM86EP	0.38
FKBP10	0.38
GATA4	0.38
GBGT1	0.38
GPR152	0.38
IL12A	0.38
INSL3	0.38
KATNAL2	0.38
KL	0.38
LOC100130522	0.38
LOC100272217	0.38
LOC100286844	0.38
LOC84989	0.38
MNX1	0.38
NAV2	0.38
NFAM1	0.38
NXPH4	0.38
PARD6B	0.38
SLC26A5	0.38
SLC38A6	0.38
SPRED1	0.38
SPRN	0.38
THBS4	0.38
TM4SF19-TCTEX1D2	0.38
TREM1	0.38
TSPAN18	0.38
VPS37D	0.38
ZNF805	0.38
ATXN7L1	0.37
AURKC	0.37
C20orf144	0.37
CABP4	0.37
CCDC17	0.37
CCR4	0.37
CHRM4	0.37
CTSW	0.37
CYP4F2	0.37
GPR135	0.37
GRK4	0.37
GTF2H2C	0.37
HCG25	0.37
ITGA7	0.37
KCTD19	0.37
KIAA0754	0.37
KRT19P2	0.37
LOC100287559	0.37
LOC100506801	0.37
LOC284551	0.37
MGC16142	0.37
NFE2	0.37
PLEKHG6	0.37
PRSS27	0.37
RBM20	0.37
RNFT2	0.37
SNCAIP	0.37
TCF7L1	0.37
TMEM14E	0.37
TRPS1	0.37
ZNF555	0.37
ZNF718	0.37
ANKRD20A2	0.36
ANKRD30BL	0.36
B3GNT8	0.36
C17orf72	0.36
C2orf72	0.36
C3orf14	0.36
C5orf54	0.36
CNGA1	0.36
CRYBB2	0.36
DLEU2	0.36
DLGAP1	0.36
DOCK5	0.36
DUSP19	0.36
EPHB4	0.36
FGFR4	0.36
GNG11	0.36
GPIHBP1	0.36
GUCA1B	0.36
HCRT	0.36
HOPX	0.36
KCNA6	0.36
LDLRAD2	0.36
LOC100289230	0.36
LOC100289341	0.36
LOC100507178	0.36
LOC283481	0.36
METTL20	0.36
MLANA	0.36
MT1H	0.36
MT3	0.36
NRIP2	0.36
NUAK2	0.36
PAK6	0.36
PCDHGA6	0.36
PCDHGB7	0.36
PGLYRP1	0.36
PIGR	0.36
PLS1	0.36
PPL	0.36
RAD9B	0.36
RELL1	0.36
SLC48A1	0.36
TAS2R5	0.36
TMEM81	0.36
TTC25	0.36
WNT7B	0.36
ACVR2A	0.35
C1S	0.35
C6orf164	0.35
C8orf73	0.35
CLCF1	0.35
EFCAB2	0.35
EGFEM1P	0.35
FAM172BP	0.35
FAM184B	0.35
FCER1G	0.35
GALNT3	0.35
GNAT2	0.35
GRIN2A	0.35
HESX1	0.35
HMGN2P46	0.35
IER5L	0.35
LCA5	0.35
LOC399744	0.35
LOC401321	0.35
LOC401431	0.35
LOC643802	0.35
LOC728558	0.35
LOC79015	0.35
MUTED	0.35
NAALADL1	0.35
NPR1	0.35
NXN	0.35
PRTFDC1	0.35
PSORS1C3	0.35
RHCE	0.35
S100A1	0.35
SEMA4G	0.35
SYBU	0.35
TBX15	0.35
USP6	0.35
WDR66	0.35
ZFYVE28	0.35
ZNF527	0.35
ZNF540	0.35
ZNF566	0.35
BTBD19	0.34
C15orf27	0.34
C1orf115	0.34
C1orf127	0.34
CEACAM4	0.34
EVI5	0.34
FAM86B1	0.34
FBXL19-AS1	0.34
GCFC1-AS1	0.34
GPR85	0.34
IQCK	0.34
LILRA6	0.34
LINGO1	0.34
LOC100134317	0.34
LOC285758	0.34
LOC642929	0.34
NR1I2	0.34
PRRG2	0.34
RIBC2	0.34
SCXA	0.34
SERINC2	0.34
SLC6A4	0.34
TMEM2	0.34
TMTC3	0.34
UNQ6494	0.34
ZMYM1	0.34
ZNF233	0.34
ZNF283	0.34
ACOT11	0.33
AEBP1	0.33
ANXA9	0.33
ATPBD4	0.33
BEGAIN	0.33
BEST1	0.33
C3orf20	0.33
C7orf41	0.33
CCDC141	0.33
CSPG4	0.33
CTBP2	0.33
FCGRT	0.33
FCRL4	0.33
FLJ38109	0.33
FLJ39639	0.33
GABRB2	0.33
GBP1P1	0.33
GPLD1	0.33
GRIK4	0.33
HCN2	0.33
HDAC11	0.33
HSPB9	0.33
KALRN	0.33
LOC100129858	0.33
LOC100507634	0.33
LOC338739	0.33
MTVR2	0.33
NGFR	0.33
PGLYRP4	0.33
PHYHIP	0.33
RFESD	0.33
RNF130	0.33
SERPIND1	0.33
TNFRSF12A	0.33
ZNF658	0.33
AKR7A3	0.32
ANKRD26P3	0.32
BBS5	0.32
C1orf173	0.32
C9orf172	0.32
CCDC103	0.32
COL18A1	0.32
CSTA	0.32
DPYSL4	0.32
EMR4P	0.32
EPB41L4B	0.32
FAM132A	0.32
FAM86B2	0.32
GRAMD1C	0.32
HIGD1B	0.32
HOXB9	0.32
LOC100144603	0.32
LOC148696	0.32
LOC387895	0.32
MYH7B	0.32
MYO18B	0.32
NEURL3	0.32
PCDHA3	0.32
PCDHGB2	0.32
PDGFRL	0.32
RBMS2	0.32
RBPMS	0.32
RND3	0.32
SIGLEC14	0.32
TSKU	0.32
TXK	0.32
UBE2Q2P2	0.32
ZNF726	0.32
ZNF850	0.32
APLF	0.31
ARHGAP42	0.31
ASPRV1	0.31
ASTL	0.31
AVIL	0.31
C10orf35	0.31
C12orf53	0.31
C2orf63	0.31
CHST4	0.31
CLEC3B	0.31
CNGA4	0.31
CPEB3	0.31
CYP11A1	0.31
CYP2S1	0.31
CYP3A5	0.31
CYP4F3	0.31
DHDH	0.31
DIRAS1	0.31
DUSP8	0.31
FAM53A	0.31
GAN	0.31
HDGFL1	0.31
HIST1H2BH	0.31
HS3ST6	0.31
KIAA1107	0.31
LILRA1	0.31
LILRA2	0.31
LOC100130451	0.31
LOC100130691	0.31
LOC653501	0.31
MAB21L3	0.31
MAEL	0.31
MPZ	0.31
MT1L	0.31
PLLP	0.31
RTN4R	0.31
SH2D5	0.31
SLC22A5	0.31
SMAGP	0.31
ST5	0.31
THSD1	0.31
WDR63	0.31
ZNF658B	0.31
ZNF709	0.31
ZNF826P	0.31
ZNF876P	0.31
AK7	0.3
C17orf28	0.3
CDKN1C	0.3
CELSR3	0.3
CLEC4C	0.3
CTSL1	0.3
DEPTOR	0.3
DNAL1	0.3
DOC2GP	0.3
FAM105A	0.3
FUT5	0.3
GJD3	0.3
GPX3	0.3
HES2	0.3
IPW	0.3
LOC100133985	0.3
LOC100287834	0.3
MLF1	0.3
PYGM	0.3
SERAC1	0.3
SETD7	0.3
SPDYE8P	0.3
SYS1-DBNDD2	0.3
TMOD4	0.3
TOB2P1	0.3
VMO1	0.3
ZNF221	0.3
ZNF812	0.3
ADCY4	0.29
ALDH1A2	0.29
ALG1L2	0.29
ARHGAP22	0.29
ATAD3C	0.29
ATP8B3	0.29
CADPS2	0.29
CALCRL	0.29
CAMK2B	0.29
CCR9	0.29
CHI3L1	0.29
CSRP2	0.29
DKFZP686I15217	0.29
DPRXP4	0.29
DUPD1	0.29
DUSP13	0.29
GNG3	0.29
HAVCR1	0.29
IGLL3P	0.29
KCNQ1OT1	0.29
LMLN	0.29
LOC100133920	0.29
LOC285540	0.29
LOC728373	0.29
LRRC14B	0.29
MXRA7	0.29
MYCBPAP	0.29
NAGS	0.29
NLRP4	0.29
NT5C1B-RDH14	0.29
PRR5	0.29
PTPRU	0.29
RAB6B	0.29
SLC16A11	0.29
SLC5A10	0.29
SPINK1	0.29
TAS2R4	0.29
THEM5	0.29
TINAGL1	0.29
TMPPE	0.29
TTC8	0.29
VIPR1	0.29
ZDHHC14	0.29
ZNF583	0.29
ZNF670	0.29
AK8	0.28
AOC2	0.28
ATP1B2	0.28
BACE2	0.28
BCL6B	0.28
C11orf93	0.28
C1orf88	0.28
C3orf25	0.28
C4B	0.28
CCDC102B	0.28
CCDC96	0.28
CFD	0.28
CPS1	0.28
CRYBB1	0.28
CTAGE11P	0.28
CTAGE7P	0.28
DNAJC6	0.28
DQX1	0.28
ENO1-AS1	0.28
FAM129B	0.28
FFAR1	0.28
FOXD2	0.28
GNAS-AS1	0.28
HIST2H2AB	0.28
IL17B	0.28
IRS2	0.28
ITGB5	0.28
KRT81	0.28
LAD1	0.28
LCE1C	0.28
LOC401052	0.28
LOC728724	0.28
LOC728752	0.28
LTBR	0.28
MMP25	0.28
MTRNR2L6	0.28
NRP2	0.28
PAQR3	0.28
PCBP3	0.28
PCP4L1	0.28
PHLDA1	0.28
RGPD6	0.28
SCGB1A1	0.28
SGK2	0.28
SHBG	0.28
SMTNL1	0.28
SNX24	0.28
SORBS2	0.28
SPRR2D	0.28
STK32C	0.28
SV2B	0.28
TCL1B	0.28
TERC	0.28
TFEC	0.28
TMEM108	0.28
TNK1	0.28
TNNC2	0.28
UBE2Q2P1	0.28
UPK3A	0.28
UTS2R	0.28
ZBED3	0.28
ZNF502	0.28
ZNF610	0.28
ZNF69	0.28
ANO7	0.27
BRD7P3	0.27
C12orf61	0.27
C14orf182	0.27
C21orf37	0.27
C6orf147	0.27
CADM4	0.27
CDCP1	0.27
CHADL	0.27
CRB2	0.27
DGCR6	0.27
DOK6	0.27
DSC3	0.27
EPS8L1	0.27
FBXO48	0.27
FLJ26850	0.27
GRHL3	0.27
HIST2H3D	0.27
IFNG	0.27
JAM3	0.27
KAZN	0.27
KCNMB4	0.27
KIAA1522	0.27
KIAA1614	0.27
KIAA1683	0.27
KRTAP5-9	0.27
LMO3	0.27
LOC100130890	0.27
LOC100134259	0.27
LOC100270746	0.27
LOC100289495	0.27
LOC100507218	0.27
LOC441242	0.27
LOXL4	0.27
MAST4	0.27
MUC4	0.27
NEO1	0.27
PTPN3	0.27
PYHIN1	0.27
RBKS	0.27
RPS6KL1	0.27
SEMA6C	0.27
SNAI1	0.27
SNX32	0.27
SPRY4	0.27
TAS2R14	0.27
TBC1D19	0.27
ZAP70	0.27
ZNF738	0.27
ATP4B	0.26
B3GNT4	0.26
C1orf51	0.26
CARD17	0.26
CEBPD	0.26
CLDND2	0.26
CX3CL1	0.26
FAM190A	0.26
FAM71E1	0.26
FBXO36	0.26
FGFBP3	0.26
GPR113	0.26
HIST1H3A	0.26
HIST1H3G	0.26
IL1B	0.26
INHBC	0.26
INPP5J	0.26
INS	0.26
KCNH2	0.26
LAMA5	0.26
LNX1	0.26
LOC100129716	0.26
LOC100130000	0.26
LOC100130357	0.26
LOC100506334	0.26
LOC100507589	0.26
LOC253573	0.26
LOC338758	0.26
LOC440300	0.26
LY6G5C	0.26
MAP1LC3A	0.26
PAPSS2	0.26
PCDHGA9	0.26
PIH1D2	0.26
PLVAP	0.26
POTEH	0.26
PRRT2	0.26
PTK6	0.26
SGK3	0.26
SLC23A3	0.26
TAS1R3	0.26
TERT	0.26
TMEM121	0.26
TMEM54	0.26
TRPC1	0.26
ADRB1	0.25
ATL1	0.25
BAI1	0.25
BREA2	0.25
C21orf15	0.25
CAND2	0.25
CC2D2B	0.25
CD200R1L	0.25
CTAGE9	0.25
CXCL16	0.25
D4S234E	0.25
EMILIN1	0.25
FAM157B	0.25
FLJ27352	0.25
FLJ46906	0.25
FUT3	0.25
GAS2L3	0.25
GLIS2	0.25
HIST1H3J	0.25
HIST3H3	0.25
IGF2BP1	0.25
KLRG1	0.25
LEPR	0.25
LOC143188	0.25
LOC646999	0.25
NMB	0.25
